Txt Path & File Name,String,Date
InteliSecure Inc\NA\43982546\id_45041616.txt,No Match,No
InteliSecure Inc\NA\43982546\id_45041631.txt,No Match,No
InteliSecure Inc\NA\43982546\InteliSecure_12486_SymantecRenewal Quote.txt,No Match,No
InteliSecure Inc\NA\43982546\Zynga - Symantec DLP Renewal Quote 1 Year - 4.13.2016 1.txt,No Match,No
InteliSecure Inc\NA\44191374\id_44198734.txt,No Match,No
InteliSecure Inc\NA\44191374\id_44198749.txt,No Match,No
InteliSecure Inc\NA\44191374\id_44619109.txt,No Match,No
InteliSecure Inc\NA\44191374\id_44619124.txt,No Match,No
InteliSecure Inc\NA\44191374\InteliSecure_11064_FE_CO_2.txt,No Match,No
InteliSecure Inc\NA\44191374\InteliSecure_Change_Order_Compensation_052616_CMS44191374.txt,No Match,No
InteliSecure Inc\NA\45352798\id_45386510.txt,No Match,No
InteliSecure Inc\NA\45352798\id_45386525.txt,No Match,No
InteliSecure Inc\NA\45352798\id_45528914.txt,No Match,No
InteliSecure Inc\NA\45352798\id_45528929.txt,No Match,No
InteliSecure Inc\NA\45352798\Intelisecure_11064_CO_3_CMS45352798.txt,No Match,No
InteliSecure Inc\NA\45352798\InteliSecure_11064_FE_CO3.txt,No Match,No
InteliSecure Inc\NA\46922276\id_47066601.txt,No Match,No
InteliSecure Inc\NA\46922276\id_47066616.txt,No Match,No
InteliSecure Inc\NA\46922276\id_47066636.txt,No Match,No
InteliSecure Inc\NA\46922276\id_47066651.txt,No Match,No
InteliSecure Inc\NA\46922276\id_47107805.txt,No Match,No
InteliSecure Inc\NA\46922276\id_47107820.txt,No Match,No
InteliSecure Inc\NA\46922276\InteliSecure_11064_FE_CO4.txt,No Match,No
InteliSecure Inc\NA\46922276\Intelisecure_CMS46922276_CO_2016-08_PO 10711.txt,No Match,No
InteliSecure Inc\NA\54031302\id_54031326.txt,No Match,No
InteliSecure Inc\NA\54031302\id_54031411.txt,No Match,No
InteliSecure Inc\NA\54031302\id_54031874.txt,No Match,No
InteliSecure Inc\NA\54031302\id_54079807.txt,No Match,No
InteliSecure Inc\NA\54031302\id_54705894.txt,No Match,No
InteliSecure Inc\NA\54031302\id_54705898.txt,No Match,No
InteliSecure Inc\NA\54031302\id_54705913.txt,No Match,No
InteliSecure Inc\NA\54031302\InteliSecure_13710_Symantec_Software License Agreement.txt,No Match,No
InteliSecure Inc\NA\54031302\ZYNGA - Symantec DLP Renewal 7.17.2017.txt,No Match,No
InteliSecure Inc\Nondisclosure-Confidentiality Agreement\30068656\id_30069042.txt,No Match,No
InteliSecure Inc\Nondisclosure-Confidentiality Agreement\30068656\id_30070791.txt,No Match,No
InteliSecure Inc\Nondisclosure-Confidentiality Agreement\30068656\id_30070792.txt,No Match,No
InteliSecure Inc\Nondisclosure-Confidentiality Agreement\30068656\id_30087072.txt,No Match,No
InteliSecure Inc\Nondisclosure-Confidentiality Agreement\30068656\id_30087087.txt,No Match,No
InteliSecure Inc\Nondisclosure-Confidentiality Agreement\30068656\InteliSecure_Signed_NDA.txt,No Match,No
Intellectual Ventures Management LLC\Amendment\2807987\0023BDE9.txt,No Match,No
Intellectual Ventures Management LLC\Amendment\33815095\id_33815198.txt,No Match,No
Intellectual Ventures Management LLC\Amendment\33815095\id_33817230.txt,No Match,No
Intellectual Ventures Management LLC\Amendment\33815095\Intellectual Ventures-NDA Amendment 2011-06-09.txt,No Match,No
Intellectual Ventures Management LLC\Nondisclosure-Confidentiality Agreement\2807661\0023BDE8.txt,No Match,No
Intelletrace Inc\NA\14899312\id_14899933.txt,Either party may terminate this Agreement and all Service Orders on Thirty ( 30 ) day,Yes
Intelletrace Inc\NA\14899312\id_15592073.txt,No Match,No
Intelletrace Inc\NA\14899312\id_15592088.txt,No Match,No
Intelletrace Inc\NA\14899312\intelletrace_-__159_S._Jackson_St_Seattle_WA_98104_-1398_May-Sept2013.txt,No Match,No
Intelletrace Inc\NA\14899312\PO_101_8507_0_US.txt,No Match,No
Intelletrace Inc\NA\15832626\id_15834329.txt,Either party may terminate this Agreement and all Service Orders on Thirty ( 30 ) day,Yes
Intelletrace Inc\NA\15832626\id_15834679.txt,Either party may terminate this Agreement and all Service Orders on Thirty ( 30 ) day,Yes
Intelletrace Inc\NA\15832626\id_15834680.txt,Either party may terminate this Agreement and all Service Orders on Thirty ( 30 ) day,Yes
Intelletrace Inc\NA\15832626\id_16247230.txt,No Match,No
Intelletrace Inc\NA\15832626\id_16247245.txt,No Match,No
Intelletrace Inc\NA\15832626\Intelletrace_2289_Termination Letter_FE Stamed LA site 2013-08.txt,No Match,No
Intelletrace Inc\NA\15832626\PO_101_8737_0_US.txt,No Match,No
Intelletrace Inc\NA\15832626\Zynga - Intelletrace PO2685 - Allen TX.txt,No Match,No
Intelletrace Inc\NA\16878316\id_16878937.txt,Either party may terminate this Agreement and all Service Orders on Thirty ( 30 ) day,Yes
Intelletrace Inc\NA\16878316\id_18436328.txt,No Match,No
Intelletrace Inc\NA\16878316\id_18436343.txt,No Match,No
Intelletrace Inc\NA\16878316\Intelletrace_CMS16878316_OrderForm_2013-09.txt,No Match,No
Intelletrace Inc\NA\16878316\PO_101_8507_1_US.txt,No Match,No
Intelletrace Inc\NA\16880288\id_16880909.txt,Either party may terminate this Agreement and all Service Orders on Thirty ( 30 ) day,Yes
Intelletrace Inc\NA\16880288\id_18436358.txt,No Match,No
Intelletrace Inc\NA\16880288\id_18436373.txt,No Match,No
Intelletrace Inc\NA\16880288\Intelletrace_CMS16880288_OrderForm_2013-09.txt,No Match,No
Intelletrace Inc\NA\16880288\PO_101_8737_0_US.txt,No Match,No
Intelletrace Inc\NA\21996556\id_21996659.txt,No Match,No
Intelletrace Inc\NA\21996556\id_21998141.txt,No Match,No
Intelletrace Inc\NA\21996556\id_22111821.txt,No Match,No
Intelletrace Inc\NA\21996556\id_23287225.txt,No Match,No
Intelletrace Inc\NA\21996556\id_23287240.txt,No Match,No
Intelletrace Inc\NA\21996556\Intelletrace Termination Ltr Seattle 2014-02-11 2.txt,No Match,No
Intelletrace Inc\NA\21996556\Intelletrace_8507_TerminationLetter.txt,No Match,No
Intelletrace Inc\NA\23151806\id_23151909.txt,No Match,No
Intelletrace Inc\NA\23151806\id_23153391.txt,No Match,No
Intelletrace Inc\NA\23151806\id_23413242.txt,No Match,No
Intelletrace Inc\NA\23151806\Intelltrace_2413_Austin_TerminationLetter_2014-03.25pdf.txt,No Match,No
Intelletrace Inc\NA\6448651\id_6451116.txt,No Match,No
Intelletrace Inc\NA\6448651\id_6451131.txt,Either party may terminate this Agreement and all Service Orders on Thirty ( 30 ) day,Yes
Intelletrace Inc\NA\6448651\id_6452441.txt,No Match,No
Intelletrace Inc\NA\6448651\id_6452442.txt,No Match,No
Intelletrace Inc\NA\6448651\id_6611294.txt,No Match,No
Intelletrace Inc\NA\6448651\id_6611305.txt,No Match,No
Intelletrace Inc\NA\6448651\Intelletrace_2496_Quote.txt,No Match,No
Intelletrace Inc\NA\8433196\id_8443861.txt,No Match,No
Intelletrace Inc\NA\8433196\id_8443876.txt,Either party may terminate this Agreement and all Service Orders on Thirty ( 30 ) day,Yes
Intelletrace Inc\NA\8433196\id_8445186.txt,No Match,No
Intelletrace Inc\NA\8433196\id_8445187.txt,No Match,No
Intelletrace Inc\NA\8433196\PO_101_2413_2_US.txt,No Match,No
Intelletrace Inc\NA\9392079\BPT Proposal - 610 Elm St McKinney - Zynga.txt,No Match,No
Intelletrace Inc\NA\9392079\id_9404328.txt,Either party may terminate this Agreement and all Service Orders on Thirty ( 30 ) day,Yes
Intelletrace Inc\NA\9392079\id_9502179.txt,Either party may terminate this Agreement and all Service Orders on Thirty ( 30 ) day,Yes
Intelletrace Inc\NA\9392079\id_9502180.txt,Either party may terminate this Agreement and all Service Orders on Thirty ( 30 ) day,Yes
Intelletrace Inc\NA\9392079\id_9683993.txt,No Match,No
Intelletrace Inc\NA\9392079\id_9684004.txt,No Match,No
Intelletrace Inc\NA\9392079\id_9684008.txt,No Match,No
Intelletrace Inc\NA\9392079\id_9684019.txt,No Match,No
Intelletrace Inc\NA\9392079\id_9684023.txt,No Match,No
Intelletrace Inc\NA\9392079\id_9684034.txt,No Match,No
Intelletrace Inc\NA\9392079\intelletrace - Zynga 45 W 21st New York  15meg Fixed Internet  6MRC -3.txt,No Match,No
Intelletrace Inc\NA\9392079\Intelletrace Termination Ltr MD 2013-03-27.txt,No Match,No
Intelletrace Inc\NA\9392079\Intelletrace Termination Ltr NY 2013-03-27.txt,No Match,No
Intelletrace Inc\NA\9392079\Intelletrace Termination ltr UK 2013-03-27.txt,No Match,No
Intelletrace Inc\NA\9392079\PO_101_8239_0_US.txt,No Match,No
Intelligent Dispensing Solutions\Change Order\7470994\id_7471018.txt,No Match,No
Intelligent Dispensing Solutions\Nondisclosure-Confidentiality Agreement\7471345\0002DFFE.txt,No Match,No
Intelligent Dispensing Solutions\Nondisclosure-Confidentiality Agreement\7471345\id_33760529.txt,No Match,No
Intelligent Dispensing Solutions\Nondisclosure-Confidentiality Agreement\7471345\id_7471442.txt,No Match,No
Intelligent Technologies and Services Inc\Nondisclosure-Confidentiality Agreement\7471630\0002DFFF.txt,No Match,No
Intelligent Technologies and Services Inc\Nondisclosure-Confidentiality Agreement\7471630\id_33760530.txt,No Match,No
Intelligent Technologies and Services Inc\Nondisclosure-Confidentiality Agreement\7471630\id_7471727.txt,No Match,No
IntelliGRACS Group Inc\Nondisclosure-Confidentiality Agreement\2808231\0023BDEA.txt,No Match,No
Interactive Communications International\Amendment\7472902\id_7472926.txt,No Match,No
Interactive Communications International\NA\57957363\Incomm Distribution Agreement Zynga - SIGNED.txt,"Either party may terminate this Agreement upon a material breach by the other party ,",Yes
Interactive Communications International\NA\57957363\Interactive Communications International Inc  Amended and Restated Distribution Agreement 2010-05-01 FE.txt,"Either party may terminate this Agreement upon a material breach by the other party ,",Yes
Interactive Communications International\NA\57957363\Interactive Communications International Inc. - Amendment No. 1 to the Amended and Restated Distribution Agreement 2011-08-16 FE.txt,No Match,No
Interactive Communications International Inc\Amendment\1758223\0020E7ED.txt,No Match,No
Interactive Communications International Inc\Amendment\1759037\0020E7F0.txt,No Match,No
Interactive Communications International Inc\Amendment\31649829\Interactive Communications International-Amendment 2 2013-06-30.txt,No Match,No
Interactive Communications International Inc\Distribution Agreement\1758549\0020E7EE.txt,"Either party may terminate this Agreement upon a material breach by the other party ,",Yes
Interactive Communications International Inc\Distribution Agreement\1758793\0020E7EF.txt,No Match,No
Interactive Communications International Inc\Distribution Agreement\7472332\id_7472356.txt,"Either party may terminate this Agreement upon a material breach by the other party ,",Yes
Interactive Communications International Inc\Nondisclosure-Confidentiality Agreement\7472617\0002E002.txt,No Match,No
Interactive Communications International Inc\Nondisclosure-Confidentiality Agreement\7472617\id_33760532.txt,No Match,No
Interactive Communications International Inc\Nondisclosure-Confidentiality Agreement\7472617\id_7472714.txt,No Match,No
Interactive Health LLC dba ACA Track\NA\66749261\ACA TRACK_FE_BAA.txt,No Match,No
Interactive Health LLC dba ACA Track\NA\66749261\id_67662447.txt,No Match,No
Interactive Health LLC dba ACA Track\NA\66749261\id_67662465.txt,Either party may terminate this Agreement by giving the other party at least thirty (,Yes
Interactive Health LLC dba ACA Track\NA\66749261\id_67662480.txt,No Match,No
Interactive Health LLC dba ACA Track\NA\66749261\id_67662481.txt,Either party may terminate this Agreement by giving the other party at least thirty (,Yes
Interactive Media CCSP GmbH\Nondisclosure-Confidentiality Agreement\16417605\Interactive Media CCSP NDA 2013-07-20.txt,No Match,No
Intergi\Nondisclosure-Confidentiality Agreement\2808557\0023BDEB.txt,No Match,No
Interior Architects Inc\Change Order\7473253\id_7473277.txt,No Match,No
Interior Architects Inc\Change Order\7473604\id_7473628.txt,No Match,No
Interior Architects Inc\Change Order\7474174\id_7474198.txt,No Match,No
Interior Architects Inc\Insurance\1759607\0020E7F2.txt,No Match,No
Interior Architects Inc\Nondisclosure-Confidentiality Agreement\2808883\0023BDEC.txt,No Match,No
Interior Architects Inc\Service Agreement\1759933\0020E7F3.txt,Either party may terminate this Agreement ( including the such breach Statement withi,Yes
Interior Architects Inc\Statement of Work-Work Order\1760177\0020E7F4.txt,No Match,No
Interior Architects Inc\Statement of Work-Work Order\1760421\0020E7F5.txt,No Match,No
Interior Architects Inc\Statement of Work-Work Order\7473889\id_7473913.txt,No Match,No
Intermec Technologies Corporation\Master Services Agreement\7474810\0002E011.txt,Either party may terminate this Agreement ( including the Statement of Work ) if the ,Yes
Intermec Technologies Corporation\NA\32249632\Enterprise Mobile - 2015 .txt,No Match,No
Intermec Technologies Corporation\NA\32249632\id_32250191.txt,Either Party may terminate this Agreement or any Sales Order exposure to or use of th,Yes
Intermec Technologies Corporation\NA\32249632\id_33326013.txt,No Match,No
Intermec Technologies Corporation\NA\32249632\id_33326028.txt,No Match,No
Intermec Technologies Corporation\NA\32249632\Intermec_10627_FE_SOW_2015.txt,No Match,No
Intermec Technologies Corporation\NA\48823869\0002E0111.txt,Either party may terminate this Agreement ( including the Statement of Work ) if the ,Yes
Intermec Technologies Corporation\NA\48823869\id_48844121.txt,No Match,No
Intermec Technologies Corporation\NA\48823869\id_48844526.txt,No Match,No
Intermec Technologies Corporation\NA\48823869\id_48844527.txt,No Match,No
Intermec Technologies Corporation\NA\48823869\id_48915887.txt,No Match,No
Intermec Technologies Corporation\NA\48823869\id_48915902.txt,No Match,No
Intermec Technologies Corporation\NA\48823869\Intermec_FE_Termination_Letter.txt,No Match,No
Intermec Technologies Corporation\Nondisclosure-Confidentiality Agreement\7474459\0002E00F.txt,No Match,No
Intermec Technologies Corporation\Nondisclosure-Confidentiality Agreement\7474459\id_33760533.txt,No Match,No
Intermec Technologies Corporation\Nondisclosure-Confidentiality Agreement\7474459\id_7474556.txt,No Match,No
Intermec Technologies Corporation+ENTERPRISE MOBILE\Statement of Work-Work Order\7314964\0002DDF5.txt,No Match,No
InterMog\Nondisclosure-Confidentiality Agreement\2809127\0023BDED.txt,No Match,No
Internap Network Service\Insertion Order\9485774\id_11249620.txt,No Match,No
Internap Network Service\Insertion Order\9485774\id_11249631.txt,No Match,No
Internap Network Service\Insertion Order\9485774\id_11249635.txt,No Match,No
Internap Network Service\Insertion Order\9485774\id_11249646.txt,No Match,No
Internap Network Service\Insertion Order\9485774\id_9486339.txt,No Match,No
Internap Network Service\Insertion Order\9485774\id_9486354.txt,Either Party may terminate this Agreement or any Sales Order exposure to or use of th,Yes
Internap Network Service\Insertion Order\9485774\id_9487664.txt,No Match,No
Internap Network Service\Insertion Order\9485774\id_9487665.txt,No Match,No
Internap Network Service\Insertion Order\9485774\PO_101_8400_0_US.txt,No Match,No
Internap Network Service\Insertion Order\9485774\ZyngaGameNetworkCorpIT_March2013_Aug2013Estimated.txt,No Match,No
Internap Network Service\NA\22189252\id_22189840.txt,No Match,No
Internap Network Service\NA\22189252\id_22191242.txt,No Match,No
Internap Network Service\NA\22189252\id_22191243.txt,No Match,No
Internap Network Service\NA\22189252\id_22263688.txt,No Match,No
Internap Network Service\NA\22189252\id_22263703.txt,No Match,No
Internap Network Service\NA\22189252\INTERNAP_CMS22189252_DRAFT_OrderForm.txt,No Match,No
Internap Network Service\NA\41968688\id_41983518.txt,Either Party may terminate this Agreement or any Sales Order exposure to or use of th,Yes
Internap Network Service\NA\46371861\id_46373713.txt,Either Party may terminate this Agreement or any Sales Order exposure to or use of th,Yes
Internap Network Service\NA\46371861\id_46374118.txt,Either Party may terminate this Agreement or any Sales Order exposure to or use of th,Yes
Internap Network Service\NA\46371861\id_46374119.txt,Either Party may terminate this Agreement or any Sales Order exposure to or use of th,Yes
Internap Network Service\NA\46371861\id_47938849.txt,No Match,No
Internap Network Service\NA\46371861\id_47938864.txt,No Match,No
Internap Network Service\NA\46371861\Internap_11970_TerminationLetter.txt,No Match,No
Internap Network Service\Nondisclosure-Confidentiality Agreement\7475095\0002E012.txt,No Match,No
Internap Network Service\Nondisclosure-Confidentiality Agreement\7475095\id_33760534.txt,No Match,No
Internap Network Service\Nondisclosure-Confidentiality Agreement\7475095\id_7475192.txt,No Match,No
Internap Network Services Corp\Order Forms\1760991\0020E7F7.txt,No Match,No
Internap Network Services Corp\Order Forms\1761317\0020E7F8.txt,No Match,No
Internap Network Services Corp\Order Forms\1761561\0020E7F9.txt,No Match,No
Internap Network Services Corp\Order Forms\1761805\0020E7FA.txt,No Match,No
Internap Network Services Corp\Order Forms\1762049\0020E7FB.txt,No Match,No
Internap Network Services Corp\Order Forms\1762293\0020E7FC.txt,No Match,No
Internap Network Services Corp\Order Forms\1762537\0020E7FD.txt,No Match,No
Internap Network Services Corp\Order Forms\1762781\0020E7FE.txt,No Match,No
Internap Network Services Corp\Order Forms\1763025\0020E7FF.txt,No Match,No
Internap Network Services Corp\Order Forms\1763269\0020E800.txt,No Match,No
Internap Network Services Corp\Order Forms\1763513\0020E801.txt,No Match,No
Internap Network Services Corp\Order Forms\1763757\0020E802.txt,No Match,No
Internap Network Services Corp\Service Agreement\1760665\0020E7F6.txt,Either Party may terminate this Agreement or any Sales Order exposure to or use of th,Yes
Internation Commercial Awning\Nondisclosure-Confidentiality Agreement\2809453\0023BDEE.txt,No Match,No
International Business Machines Corporation\Addendum\7526980\id_7527004.txt,No Match,No
International Business Machines Corporation\Addendum\8090675\id_8090699.txt,No Match,No
International Business Machines Corporation\Change Order\8002240\0002FC9C.txt,No Match,No
International Business Machines Corporation\Change Order\8890090\IBM_6579_FE_Change_Order.txt,No Match,No
International Business Machines Corporation\Change Order\8890090\IBM_Change_Order_Stamped_4-3-13.txt,No Match,No
International Business Machines Corporation\Change Order\8890090\IBM_Change_Order_Stamped_4-3-13_Rev-1.txt,No Match,No
International Business Machines Corporation\Change Order\8890090\IBM_FE_IASEMHW80411_3-15-13.txt,Either party may terminate this Agreement on written notice to the other following th,Yes
International Business Machines Corporation\Change Order\8890090\id_10096123.txt,No Match,No
International Business Machines Corporation\Change Order\8890090\id_10096134.txt,No Match,No
International Business Machines Corporation\Change Order\8890090\id_10234878.txt,No Match,No
International Business Machines Corporation\Change Order\8890090\id_10234889.txt,No Match,No
International Business Machines Corporation\Change Order\8890090\id_9217184.txt,Either party may terminate this Agreement on written notice to the other following th,Yes
International Business Machines Corporation\Change Order\8890090\id_9217195.txt,Either party may terminate this Agreement on written notice to the other following th,Yes
International Business Machines Corporation\Change Order\8890090\id_9270753.txt,No Match,No
International Business Machines Corporation\Change Order\8890090\id_9270764.txt,No Match,No
International Business Machines Corporation\Change Order\8890090\id_9270771.txt,Either party may terminate this Agreement if the other does not comply with any of it,Yes
International Business Machines Corporation\Change Order\8890090\id_9932345.txt,No Match,No
International Business Machines Corporation\Change Order\8890090\id_9932356.txt,No Match,No
International Business Machines Corporation\Corporate Domestic\1749671\0020E7D0.txt,No Match,No
International Business Machines Corporation\Corporate Domestic\8485925\ibm - renewal .txt,No Match,No
International Business Machines Corporation\Corporate Domestic\8485925\id_8486468.txt,No Match,No
International Business Machines Corporation\Corporate Domestic\8485925\PO_101_8015_0_US.txt,No Match,No
International Business Machines Corporation\NA\25317692\IBM_CMS 25317692_Redline_v2_11 JUNE 2014.txt,No Match,No
International Business Machines Corporation\NA\25317692\id_25332851.txt,No Match,No
International Business Machines Corporation\NA\25317692\id_25930996.txt,No Match,No
International Business Machines Corporation\NA\25317692\id_25931011.txt,No Match,No
International Business Machines Corporation\NA\25317692\Zynga IBM SW License Review Settlement Letter 05-12-2014.txt,No Match,No
International Business Machines Corporation\NA\39583756\cloudant_rtg_october_offer.txt,No Match,No
International Business Machines Corporation\NA\39583756\cloudant_rtg_quote.txt,No Match,No
International Business Machines Corporation\NA\39583756\IBM_FE_Agreement_11503.txt,No Match,No
International Business Machines Corporation\NA\39583756\id_39585959.txt,No Match,No
International Business Machines Corporation\NA\39583756\id_39721050.txt,No Match,No
International Business Machines Corporation\NA\39583756\id_39721054.txt,No Match,No
International Business Machines Corporation\NA\39583756\id_39721069.txt,No Match,No
International Business Machines Corporation\NA\39583756\id_39721073.txt,No Match,No
International Business Machines Corporation\NA\39583756\id_39721088.txt,No Match,No
International Business Machines Corporation\NA\39583756\id_39721092.txt,No Match,No
International Business Machines Corporation\NA\39583756\id_39721107.txt,No Match,No
International Business Machines Corporation\NA\39583756\id_39767656.txt,No Match,No
International Business Machines Corporation\NA\39583756\id_39767671.txt,No Match,No
International Business Machines Corporation\NA\39583756\id_39767675.txt,No Match,No
International Business Machines Corporation\NA\39583756\id_39767690.txt,No Match,No
International Business Machines Corporation\NA\39583756\Quote - Zynga 10.29.15.txt,No Match,No
International Business Machines Corporation\NA\39583756\TOS Geneeral en_US.txt,No Match,No
International Business Machines Corporation\NA\39583756\TOS SAAS_en_US.txt,No Match,No
International Business Machines Corporation\NA\53654744\Data41_13382_FE_SOW.txt,No Match,No
International Business Machines Corporation\NA\53654744\id_53655292.txt,No Match,No
International Business Machines Corporation\NA\53654744\id_53655348.txt,No Match,No
International Business Machines Corporation\NA\53654744\id_53655363.txt,No Match,No
International Business Machines Corporation\NA\53654744\id_53656919.txt,No Match,No
International Business Machines Corporation\NA\53654744\id_53656920.txt,No Match,No
International Business Machines Corporation\NA\53654744\id_53708869.txt,No Match,No
International Business Machines Corporation\NA\53654744\id_55335282.txt,No Match,No
International Business Machines Corporation\NA\53654744\id_55335286.txt,No Match,No
International Business Machines Corporation\NA\53654744\id_55335301.txt,No Match,No
International Business Machines Corporation\NA\53654744\Zynga Inc Price Offer Letter 3-9-2017.txt,No Match,No
International Business Machines Corporation\Nondisclosure-Confidentiality Agreement\2793809\0023BDBC.txt,No Match,No
International Business Machines Corporation\Nondisclosure-Confidentiality Agreement\3092935\00240D4C.txt,No Match,No
International Business Machines Corporation\Nondisclosure-Confidentiality Agreement\7475446\0002DF7F.txt,No Match,No
International Business Machines Corporation\Nondisclosure-Confidentiality Agreement\7475446\id_33760535.txt,No Match,No
International Business Machines Corporation\Nondisclosure-Confidentiality Agreement\7475446\id_7475543.txt,No Match,No
International Business Machines Corporation\Statement of Work-Work Order\7475731\id_7475755.txt,No Match,No
International Business Machines Corporation IBM\Addendum\1749345\0020E7CF.txt,No Match,No
International Business Machines Corporation IBM\Change Order\12817312\IBM_6579_FE_Change_Order.txt,No Match,No
International Business Machines Corporation IBM\License - Software\12815259\ibm - renewal .txt,No Match,No
International Business Machines Corporation IBM\Nondisclosure-Confidentiality Agreement\18046290\IBM - NDA 2011-11-16 FE.txt,No Match,No
International Business Machines Corporation IBM\Nondisclosure-Confidentiality Agreement\18046290\id_18046393.txt,No Match,No
International Business Machines Corporation IBM\Nondisclosure-Confidentiality Agreement\18046290\id_34020406.txt,No Match,No
International Business Machines Corporation IBM\Nondisclosure-Confidentiality Agreement\18046290\id_34265853.txt,No Match,No
International Business Machines Corporation IBM\Nondisclosure-Confidentiality Agreement\18046290\id_34265868.txt,No Match,No
International Business Machines Corporation IBM\Service Agreement\12809253\iasem_us.txt,Either party may terminate this Agreement on written notice to the other following th,Yes
International Business Machines Corporation IBM\Service Agreement\12819265\IBM_FE_IASEMHW80411_3-15-13.txt,Either party may terminate this Agreement if the other does not comply with any of it,Yes
International Business Machines Corporation IBM\Statement of Work-Work Order\12821218\IBM.6579.FE.SOW.txt,No Match,No
International Federation of Poker\Nondisclosure-Confidentiality Agreement\2809779\0023BDEF.txt,No Match,No
International Fire Inc\Nondisclosure-Confidentiality Agreement\2810105\0023BDF0.txt,No Match,No
International Medical Corps\Letter Agreement LOI-MOU\21457132\International Medical Corps- Logo Permission Letter 2014-01-09.txt,No Match,No
International Microcell Communications Inc\Insertion Order\8002810\id_8002834.txt,No Match,No
International Pastry\Nondisclosure-Confidentiality Agreement\2810431\0023BDF1.txt,No Match,No
International Sureties Ltd\Nondisclosure-Confidentiality Agreement\2810757\0023BDF2.txt,No Match,No
International Trademark Association\NA\19720483\doc03683220131119154340.txt,No Match,No
International Trademark Association\NA\19720483\id_19720686.txt,No Match,No
International Trademark Association\NA\19720483\id_19878725.txt,No Match,No
International Trademark Association\NA\19720483\INTA subscription- 2014.txt,No Match,No
International Trademark Association\NA\29629223\id_29629326.txt,No Match,No
International Trademark Association\NA\29629223\id_29693033.txt,No Match,No
International Trademark Association\NA\29629223\Inta Renewal 2015.txt,No Match,No
Internet Identity\NA\8439425\Zynga NDA 2.14.13.txt,No Match,No
Internet Identity\Nondisclosure-Confidentiality Agreement\8596722\id_33875104.txt,No Match,No
Internet Identity\Nondisclosure-Confidentiality Agreement\8596722\id_8596819.txt,No Match,No
Internet Identity\Nondisclosure-Confidentiality Agreement\8596722\id_8597092.txt,No Match,No
Internet Identity\Nondisclosure-Confidentiality Agreement\8596722\Zynga_NDA_2.14.13 1.txt,No Match,No
Interpret LLC\NA\25322731\id_25406041.txt,No Match,No
Interpret LLC\NA\25322731\id_25406056.txt,No Match,No
Interpret LLC\NA\25322731\id_25717444.txt,No Match,No
Interpret LLC\NA\25322731\id_25717459.txt,No Match,No
Interpret LLC\NA\25322731\Interpret.9589.FE.SOW.txt,No Match,No
Interpret LLC\NA\25322731\Interpret_Approved_CMS25322731.txt,No Match,No
Interpret LLC\NA\25322731\NG84_Interpret_FV2CE_CSAT_ATF_Approval.txt,No Match,No
Interpret LLC\NA\26895100\id_26937730.txt,No Match,No
Interpret LLC\NA\26895100\id_26937745.txt,No Match,No
Interpret LLC\NA\26895100\id_28430720.txt,No Match,No
Interpret LLC\NA\26895100\id_28430735.txt,No Match,No
Interpret LLC\NA\26895100\Interpret.9935.FE.SOW.txt,No Match,No
Interpret LLC\NA\26895100\InterpretLLC_NG111_SOW_CMS26895100.txt,No Match,No
Interpret LLC\NA\26897252\id_26937765.txt,No Match,No
Interpret LLC\NA\26897252\id_26937780.txt,No Match,No
Interpret LLC\NA\26897252\id_27187979.txt,No Match,No
Interpret LLC\NA\26897252\id_27187994.txt,No Match,No
Interpret LLC\NA\26897252\Interpret.9781.FE.SOW.txt,No Match,No
Interpret LLC\NA\26897252\Interpret_NG112_SOW_CMS26897252.txt,No Match,No
Interpret LLC\NA\27596054\id_27596660.txt,Either party may terminate this Agreement ( including the Statement of Work ) if the ,Yes
Interpret LLC\NA\27596054\id_27619697.txt,No Match,No
Interpret LLC\NA\27596054\id_27619712.txt,No Match,No
Interpret LLC\NA\27596054\id_27733848.txt,No Match,No
Interpret LLC\NA\27596054\id_27742663.txt,No Match,No
Interpret LLC\NA\27596054\Interpret.9844.FE.SOW.txt,No Match,No
Interpret LLC\NA\27596054\Interpret_CMS27596054.txt,No Match,No
Interpret LLC\NA\28449717\id_28450745.txt,Either party may terminate this Agreement ( including the Statement of Work ) if the ,Yes
Interpret LLC\NA\28449717\id_28452170.txt,No Match,No
Interpret LLC\NA\28449717\id_28452185.txt,No Match,No
Interpret LLC\NA\28449717\id_28539746.txt,No Match,No
Interpret LLC\NA\28449717\id_28539761.txt,No Match,No
Interpret LLC\NA\28449717\Interpret.9935.FE.CO.txt,No Match,No
Interpret LLC\NA\28449717\InterpretLLC_9935_CO_CMS28449717.txt,No Match,No
Interpret LLC\Nondisclosure-Confidentiality Agreement\2811083\0023BDF3.txt,No Match,No
Interpret LLC\Service Agreement\1764327\0020E81D.txt,Either party may terminate this Agreement ( including the Statement of Work ) if the ,Yes
Interpret LLC\Statement of Work-Work Order\1764653\0020E81E.txt,No Match,No
Interpret LLC\Statement of Work-Work Order\7476016\id_7476040.txt,No Match,No
Interpret LLC\Statement of Work-Work Order\7476301\id_7476325.txt,No Match,No
Interpret LLC\Statement of Work-Work Order\7558075\id_7558099.txt,No Match,No
Interscope Records\Amendment\1764897\0020E81F.txt,No Match,No
Interscope Records\Amendment\7476871\id_7476895.txt,No Match,No
